station_uuid,timestamp,e5,e10,diesel,e5_change,e10_change,diesel_change
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-05T05:04:45,1.843,1.768,1.827,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-05T08:19:57,1.857,1.782,1.839,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-05T11:30:35,1.844,1.769,1.822,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-05T14:05:29,1.812,1.737,1.8,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-05T16:46:37,1.793,1.718,1.775,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-05T20:40:23,1.778,1.703,1.757,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-06T00:08:29,1.806,1.731,1.789,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-06T03:26:33,1.838,1.763,1.817,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-06T07:25:54,1.86,1.785,1.84,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-06T10:48:40,1.857,1.782,1.835,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-06T14:12:06,1.823,1.748,1.807,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-06T17:31:36,1.805,1.73,1.786,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-06T20:57:51,1.79,1.715,1.771,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-06T23:21:41,1.803,1.728,1.785,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-07T01:57:08,1.829,1.754,1.809,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-07T05:49:06,1.866,1.791,1.85,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-07T09:09:23,1.876,1.801,1.858,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-07T12:36:13,1.859,1.784,1.841,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-07T15:31:56,1.831,1.756,1.812,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-07T18:06:48,1.807,1.732,1.791,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-07T20:12:18,1.806,1.731,1.785,0,0,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-07T22:55:12,1.811,1.736,1.796,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-08T01:17:09,1.844,1.769,1.823,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-08T04:03:26,1.864,1.789,1.845,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-08T07:26:58,1.887,1.812,1.867,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-08T10:16:54,1.874,1.799,1.855,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-08T12:59:56,1.864,1.789,1.839,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-08T16:56:45,1.843,1.768,1.822,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-08T19:28:08,1.818,1.743,1.794,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-08T23:00:14,1.825,1.75,1.803,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-09T02:03:01,1.858,1.783,1.84,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-09T04:32:50,1.873,1.798,1.855,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-09T08:31:23,1.882,1.807,1.86,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-09T12:13:14,1.862,1.787,1.84,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-09T16:09:39,1.835,1.76,1.819,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-09T18:58:03,1.826,1.751,1.8,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-09T21:51:42,1.813,1.738,1.793,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-10T00:04:01,1.762,1.687,1.746,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-10T03:50:50,1.782,1.707,1.76,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-10T06:31:44,1.802,1.727,1.779,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-10T09:43:43,1.812,1.737,1.795,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-10T11:55:25,1.806,1.731,1.782,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-10T15:01:08,1.776,1.701,1.76,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-10T18:00:14,1.744,1.669,1.724,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-10T20:14:43,1.748,1.673,1.734,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-10T22:37:35,1.755,1.68,1.732,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-11T00:52:22,1.74,1.665,1.721,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-11T03:52:53,1.772,1.697,1.749,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-11T07:03:06,1.797,1.722,1.771,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-11T10:26:07,1.801,1.726,1.779,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-11T13:04:44,1.765,1.69,1.747,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-11T16:27:50,1.748,1.673,1.726,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-11T18:44:25,1.739,1.664,1.716,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-11T22:25:35,1.732,1.657,1.71,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-12T00:50:45,1.741,1.666,1.715,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-12T03:06:40,1.759,1.684,1.734,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-12T06:31:55,1.785,1.71,1.763,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-12T10:25:02,1.783,1.708,1.757,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-12T13:15:43,1.769,1.694,1.751,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-12T15:22:05,1.751,1.676,1.736,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-12T17:39:40,1.734,1.659,1.712,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-12T20:44:36,1.725,1.65,1.703,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-12T23:11:31,1.726,1.651,1.709,0,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-13T02:47:08,1.756,1.681,1.734,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-13T06:21:43,1.795,1.72,1.775,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-13T09:50:57,1.806,1.731,1.784,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-13T13:07:00,1.771,1.696,1.754,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-13T16:35:37,1.755,1.68,1.727,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-13T18:44:33,1.739,1.664,1.717,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-13T20:49:26,1.737,1.662,1.717,1,1,0
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-13T23:45:23,1.754,1.679,1.735,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-14T02:57:01,1.776,1.701,1.755,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-14T06:03:02,1.815,1.74,1.792,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-14T09:57:52,1.815,1.74,1.792,0,0,0
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-14T12:39:48,1.797,1.722,1.774,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-14T15:15:02,1.774,1.699,1.749,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-14T18:32:57,1.751,1.676,1.733,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-14T21:50:01,1.749,1.674,1.731,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-15T01:25:34,1.781,1.706,1.766,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-15T03:28:32,1.795,1.72,1.771,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-15T06:04:06,1.816,1.741,1.797,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-15T08:15:37,1.824,1.749,1.803,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-15T11:31:09,1.811,1.736,1.786,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-15T13:55:50,1.794,1.719,1.768,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-15T16:04:29,1.782,1.707,1.763,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-15T18:09:02,1.766,1.691,1.751,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-15T21:58:21,1.759,1.684,1.74,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-16T00:36:19,1.784,1.709,1.763,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-16T04:05:50,1.819,1.744,1.796,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-16T07:06:10,1.838,1.763,1.816,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-16T09:51:56,1.84,1.765,1.82,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-16T12:18:19,1.814,1.739,1.793,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-16T14:54:05,1.815,1.74,1.793,0,0,0
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-16T18:11:51,1.777,1.702,1.757,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-16T21:20:34,1.772,1.697,1.752,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-16T23:45:47,1.777,1.702,1.762,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-17T02:02:52,1.791,1.716,1.769,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-17T04:16:37,1.804,1.729,1.784,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-17T07:22:29,1.823,1.748,1.805,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-17T09:52:34,1.824,1.749,1.801,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-17T12:20:43,1.808,1.733,1.788,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-17T15:19:01,1.782,1.707,1.764,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-17T18:55:56,1.76,1.685,1.742,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-17T22:30:13,1.752,1.677,1.729,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-18T01:10:00,1.761,1.686,1.743,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-18T04:08:27,1.8,1.725,1.779,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-18T07:55:24,1.817,1.742,1.793,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-18T11:22:41,1.808,1.733,1.789,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-18T14:55:00,1.788,1.713,1.768,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-18T18:42:16,1.749,1.674,1.724,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-18T21:53:02,1.754,1.679,1.736,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-19T00:03:53,1.766,1.691,1.754,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-19T03:25:59,1.792,1.717,1.773,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-19T06:33:57,1.804,1.729,1.783,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-19T08:38:48,1.806,1.731,1.789,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-19T11:06:53,1.79,1.715,1.765,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-19T14:52:40,1.772,1.697,1.751,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-19T18:48:53,1.739,1.664,1.716,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-19T21:34:05,1.729,1.654,1.706,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-19T23:43:26,1.757,1.682,1.732,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-20T02:24:50,1.782,1.707,1.762,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-20T06:10:40,1.811,1.736,1.791,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-20T08:29:33,1.819,1.744,1.795,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-20T11:19:19,1.807,1.732,1.783,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-20T14:36:59,1.781,1.706,1.763,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-20T17:48:04,1.762,1.687,1.743,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-20T21:38:45,1.742,1.667,1.726,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-21T00:55:16,1.778,1.703,1.76,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-21T04:08:03,1.814,1.739,1.795,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-21T06:57:21,1.836,1.761,1.814,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-21T09:17:28,1.838,1.763,1.816,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-21T11:25:44,1.825,1.75,1.798,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-21T14:47:51,1.796,1.721,1.775,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-21T18:36:03,1.759,1.684,1.739,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-21T21:55:11,1.759,1.684,1.739,0,0,0
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-22T01:47:42,1.787,1.712,1.77,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-22T04:39:11,1.807,1.732,1.788,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-22T07:21:15,1.824,1.749,1.801,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-22T09:51:47,1.833,1.758,1.812,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-22T13:03:35,1.804,1.729,1.784,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-22T16:06:17,1.776,1.701,1.757,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-22T19:42:48,1.761,1.686,1.739,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-22T22:47:08,1.753,1.678,1.727,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-23T01:34:50,1.794,1.719,1.775,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-23T04:32:53,1.812,1.737,1.79,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-23T07:20:39,1.844,1.769,1.825,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-23T11:14:34,1.826,1.751,1.806,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-23T14:50:40,1.802,1.727,1.778,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-23T18:27:11,1.772,1.697,1.753,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-23T20:37:46,1.776,1.701,1.755,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-23T23:25:51,1.776,1.701,1.763,0,0,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-24T01:32:44,1.779,1.704,1.764,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-24T05:24:26,1.817,1.742,1.802,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-24T08:25:42,1.819,1.744,1.796,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-24T12:22:46,1.809,1.734,1.792,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-24T15:43:08,1.783,1.708,1.761,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-24T18:49:05,1.75,1.675,1.729,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-24T21:30:47,1.75,1.675,1.727,0,0,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-24T23:31:20,1.758,1.683,1.738,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-25T02:31:43,1.774,1.699,1.753,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-25T06:06:56,1.802,1.727,1.783,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-25T09:04:58,1.813,1.738,1.79,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-25T12:48:24,1.788,1.713,1.771,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-25T16:23:03,1.76,1.685,1.737,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-25T19:27:19,1.738,1.663,1.721,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-25T22:15:12,1.738,1.663,1.719,0,0,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-26T00:41:25,1.758,1.683,1.743,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-26T04:33:03,1.798,1.723,1.778,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-26T07:00:33,1.812,1.737,1.79,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-26T10:34:02,1.809,1.734,1.788,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-26T14:16:53,1.78,1.705,1.757,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-26T16:54:44,1.759,1.684,1.739,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-26T20:26:27,1.743,1.668,1.726,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-26T22:41:50,1.749,1.674,1.732,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-27T02:25:05,1.788,1.713,1.768,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-27T05:27:16,1.815,1.74,1.794,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-27T08:10:39,1.827,1.752,1.809,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-27T10:42:59,1.822,1.747,1.799,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-27T14:13:15,1.79,1.715,1.772,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-27T17:21:49,1.772,1.697,1.751,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-27T20:28:28,1.761,1.686,1.746,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-27T23:57:05,1.769,1.694,1.753,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-28T03:12:46,1.817,1.742,1.8,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-28T05:42:53,1.834,1.759,1.815,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-28T08:13:24,1.852,1.777,1.835,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-28T10:44:34,1.844,1.769,1.822,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-28T13:26:42,1.817,1.742,1.794,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-28T16:44:41,1.785,1.71,1.763,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-28T20:17:39,1.778,1.703,1.76,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-28T23:13:18,1.787,1.712,1.769,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-29T02:26:47,1.821,1.746,1.8,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-29T05:08:01,1.848,1.773,1.826,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-29T08:54:32,1.858,1.783,1.836,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-29T11:57:03,1.84,1.765,1.822,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-29T14:27:15,1.816,1.741,1.794,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-29T17:14:53,1.802,1.727,1.786,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-29T20:17:46,1.792,1.717,1.774,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-29T22:27:53,1.793,1.718,1.773,0,0,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-30T00:43:03,1.809,1.734,1.79,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-30T03:25:53,1.835,1.76,1.82,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-30T06:31:42,1.861,1.786,1.84,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-30T09:42:36,1.858,1.783,1.834,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-30T12:46:39,1.838,1.763,1.818,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-30T14:57:24,1.826,1.751,1.81,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-30T18:28:24,1.791,1.716,1.775,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-30T21:50:56,1.785,1.71,1.766,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-31T01:02:34,1.79,1.715,1.77,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-31T04:48:26,1.819,1.744,1.795,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-31T07:14:54,1.827,1.752,1.804,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-31T10:50:54,1.82,1.745,1.798,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-31T13:23:09,1.802,1.727,1.783,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-31T15:36:24,1.781,1.706,1.758,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-31T17:54:39,1.774,1.699,1.756,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-31T20:28:31,1.759,1.684,1.739,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-08-31T22:54:34,1.761,1.686,1.738,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-01T01:39:08,1.766,1.691,1.746,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-01T04:11:07,1.79,1.715,1.77,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-01T07:58:36,1.813,1.738,1.797,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-01T10:44:47,1.805,1.73,1.795,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-01T13:08:41,1.782,1.707,1.762,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-01T17:04:02,1.755,1.68,1.74,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-01T20:33:24,1.74,1.665,1.719,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-01T22:39:39,1.75,1.675,1.73,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-02T01:31:45,1.773,1.698,1.751,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-02T05:28:00,1.805,1.73,1.78,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-02T07:46:36,1.813,1.738,1.792,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-02T11:42:58,1.809,1.734,1.79,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-02T14:01:26,1.779,1.704,1.757,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-02T17:18:47,1.762,1.687,1.739,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-02T19:21:21,1.75,1.675,1.734,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-02T22:28:26,1.745,1.67,1.725,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-03T01:33:40,1.783,1.708,1.758,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-03T03:52:55,1.787,1.712,1.769,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-03T06:57:54,1.813,1.738,1.792,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-03T10:12:16,1.803,1.728,1.782,1,1,1
51d4b6c8-a1e1-4c9b-8f2a-000000000001,2026-09-03T12:19:52,1.796,1.721,1.774,1,1,1
